"","門市名稱","門市網址","門市地址","門市電話","營業時間"
"162","新宏台門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=222","台中市西屯區西屯路3段150之38號","04-24623972","平日09：00-23：00
假日09：00-23：00"
"163","中醫門市(兒童醫療大樓一樓商場)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=223","台中市北區學士路95號","04-22075797","平日0730-2230
假日0730-2230"
"164","新美村門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=224","台中市西區美村路一段651、653號","04-23786295","平日09：00-23：00
假日09：00-23：00"
"165","新東港門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=225","屏東縣東港鎮中正路135號","08-8328419","平日09：00-23：00
假日09：00-23：00"
"166","金門門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=226","金門縣金城鎮民族路7-5、7-7、7-9號","082-324875","平日 0800-2330
假日 0800-2330"
"167","菜寮門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=2","新北市三重區重新路3段146、148號1樓","02-29747932","平日0930-2300
假日0930-2300"
"168","鐵家門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=4","新竹縣竹北市自強南路211號1樓","03-6587641","平日0900-2300
假日0900-2300"
"169","苗府門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=5","苗栗縣苗栗市府前路155號1樓","037-353341","平日0900-2230
假日0900-2230"
"170","員站門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=6","彰化縣員林鎮靜修路52-7號1樓","04-8394867","平日0900-2200
假日0900-2200"
"171","台北橋門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=7","新北市三重區重新路2段5號1樓","02-29847293","平日0900-2400 
假日0900-2400"
"172","新青年門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=76","台北市萬華區青年路8號","02-23327594","平日0800-2300
假日0800-2300"
"173","南平門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=8","桃園市桃園區同安街442號1樓","03-3589573","平日 0900-2330
假日 0900-2330"
"174","站前門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=184","台北市中正區忠孝西路一段49號","02-23117690","平日0700-2330
假日0700-2330"
"175","內埔門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=360","屏東縣內埔鄉廣濟路111號1樓","08-7783509","平日0900-2200
假日0900-2200"
"176","康國門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=363","台南市永康區復國一路417號1樓","06-2017223","平日0900-2300
假日0900-2300"
"177","新松江門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=19","台北市中山區長安東路二段51號","02-25423134","平日08：00-23：00
假日09：00-23：00"
"178","湖美門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=362","新竹縣湖口鄉中正路一段40.42號","03-5904813","平日0900-2230
假日0900-2230"
"179","大昌門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=364","高雄市三民區大昌二路231號","07-3985754","平日 0900-2300
假日 0900-2300"
"180","福王門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=361","高雄市鹽埕區五福四路92.94號","07-5313152","平日 0900-2300
假日 0900-2300"
"181","青草湖門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=365","新竹市東區南大路615號","03-5621334","平日0900-2300
假日0900-2300"
"182","慶城門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=366","台北市松山區慶城街14號","02-25468135","平日0800-2330
假日0800-2330"
"183","葫洲門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=367","台北市內湖區民權東路6段296巷33號","02-26309825","平日0800-2300
假日0900-2300"
"184","永百門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=87","新北市永和區中山路一段222、224號","02-29276071","平日09：30-23：30
假日09：30-23：30"
"185","亞東門市(1樓、B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=89","新北市板橋區南雅南路二段128號","02-89668217","平日0800-2300
假日0900-2300"
"186","淡金門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=90","新北市淡水區中山北路一段103號","02-26297495","平日 0800-2300
假日 0800-2330"
"187","新台門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=91","新北市汐止區新台五路一段183號","02-86421734","平日09：00-23：00
假日09：00-23：00"
"188","永春門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=92","台北市信義區忠孝東路五段361、363號","02-27654530","平日09：00-23：00
假日09：00-23：00"
"189","澎湖門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=95","澎湖縣馬公市中正路83號","06-9266581","平日09：00-23：00
假日09：00-23：00"
"190","德行門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=96","台北市士林區德行東路109巷106號1樓","02-28317730","平日08：00-23：00
假日08：00-23：00"
"191","百福門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=99","基隆市七堵區百三街57、59號","02-24529419","平日09：00-24：00
假日09：00-24：00"
"192","義民門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=100","新北市蘆洲區民族路126、128號","02-82815071","平日09：00-23：00
假日09：00-23：00"
"193","北安門市(2F之7)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=102","台北市中山區北安路616號1樓及608巷3號","02-85096406","平日08：00-23：00
假日09：00-23：00"
"194","華德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=103","新北市板橋區四川路二段47巷1弄1號1樓","02-89675962","平日08：00-23：00
假日08：00-23：00"
"195","新政大門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=104","台北市文山區指南路二段79號","02-86611033","平日 0900-2300
假日 0900-2300"
"196","永寧門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=105","新北市土城區中央路三段108、110號","02-22696248","平日09：00-23：00
假日09：00-23：00"
"197","高昌門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=106","高雄市三民區大昌一路6號1樓","07-3832284","平日09：00-23：00
假日09：00-23：00"
"198","龍江門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=107","台北市中山區龍江路334號1樓","02-25168792","平日08：00-23：00
假日08：00-23：00"
"199","精誠門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=109","台中市西區精誠路15-1號","04-23298132","平日10：00-23：00
假日10：00-24：00(週五.六)"
"200","裕誠門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=110","高雄市左營區裕誠路426號","07-5565880","平日09：00-23：00
假日09：00-23：00"
"201","西園門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=111","台北市萬華區西園路二段219號","02-23031276","平日09：00-23：00
假日09：00-23：00"
"202","幸福門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=112","新北市新莊區幸福路762號","02-29906863","平日08：00-23：00
假日08：00-23：00"
"203","雄越門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=113","高雄市前鎮區文橫三路59號1樓","07-3381832","平日09：00-23：00
假日09：00-23：00"
"204","烏日門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=114","台中市烏日區仁德村中山路一段417號","04-23367597","平日08：00-23：00
假日08：00-23：00"
"205","員山門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=115","新北市中和區員山路325-3號","02-22215632","平日10：00-24：00
假日10：00-24：00"
"206","內壢門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=116","桃園市中壢區忠孝路64、66號","03-4514413","平日 0900-2300
假日 0900-2300"
"207","民安門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=118","新北市新莊區民安路151號","02-22044394","平日08：00-23：00
假日08：00-23：00"
"208","嘉義門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=119","嘉義市西區垂楊路742號","05-2279859","平日 09:00-23:00
假日 09:00-23:00"
"209","崇學門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=120","台南市東區崇學路54號","06-2903571","平日09：00-23：00
假日09：00-23：00"
"210","吉林門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=124","台北市中山區農安街129號1樓","02-25968673","平日09：00-23：00
假日09：00-23：00"
"211","新建華門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=125","台北市松山區南京東路四段137號1樓","02-27136574","平日0800-2300
假日0900-2300"
"212","宜蘭門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=126","宜蘭縣宜蘭市中山路三段21號1樓","03-9334943","平日08：00-23：00
假日08：00-23：00"
"213","興隆門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=127","台北市文山區興隆路四段155號1樓","02-22348210","平日09：00-23：00
假日09：00-23：00"
"214","彰和門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=129","彰化縣彰化市和平路46號","04-7287662","平日09：00-22：30
假日09：00-22：30"
"215","嘉山門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=130","嘉義市西區中山路541號","05-2274833","平日10：00-23：00
假日09：00-23：00"
"216","復興門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=12","台北市中山區復興北路62號","02-27505414","平日08：00-23：00
假日09：00-23：00"
"217","大成都門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=14","台北市萬華區成都路52 、54號","02-23830143","平日0900-0200
假日0900-0200"
"218","民東門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=16","台北市松山區民權東路三段104號","02-25457623","平日08：00-23：00
假日09：00-23：00"
"219","興北門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=17","台北市中山區復興北路164號","02-25140522","平日08：00-23：00
假日09：00-23：00"
"220","敦北門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=18","台北市松山區敦化北路147號","02-25469332","平日08：00-23：00
假日08：00-23：00"
"221","湯城門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=20","新北市三重區重新路5段609巷10之5號","02-29992243","平日 0730-2100
星期六.日.國定假日不營業"
"222","開元門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=21","台南市北區開元路302號","06-2086346","平日 0900-2300
假日 0900-2330"
"223","天台門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=256","新北市三重區重新路2段78號","02-29740760","平日24HR
假日24HR"
"224","興安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=22","台北市中山區興安街97號","02-25176433","平日08：00-23：00
假日09：00-23：00"
"225","復錦門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=257","台北市中山區復興北路354號","02-25022904","平日07：00-23：00
假日08：00-23：00"
"226","承德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=24","台北市大同區承德路一段29號、長安西路59號","02-25491889","平日08：00-23：00
假日10：00-23：00"
"227","松山門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=25","台北市信義區松山路105號","02-27617882","平日08：00-24：00
假日08：00-24：00"
"228","淡大門市(1樓、B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=26","新北市淡水區北新路182巷5弄48號","02-26215373","暑假期間(6/19-9/18)調整營業如下:
週一~週五: 10:00-23:00
週六:10:00-22:00
週日:11:00-23:00"
"229","北醫門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=27","台北市信義區吳興街265號","02-27201452","平日08：00-23：00
假日08：00-23：00"
"230","保平門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=28","台北市大同區延平北路二段198號","02-25539910","平日 0800-2330
假日 0900-2330"
"231","龍運門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=29","台北市萬華區西園路一段153號","02-23027016","平日08：00-23：00
假日08：00-23：00"
"232","永康門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=59","台北市大安區永康街7之2號","02-23916412","平日09：00-23：00
假日09：00-23：00"
"233","長壽門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=258","新北市三重區三和路二段75號1樓","02-29760245","平日09：00-01：00
假日09：00-01：00"
"234","竹林門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=227","新北市永和區竹林路199號1樓","02-89250872","平日09：00-23：00
假日09：00-23：00"
"235","士林門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=228","台北市士林區文林路165號1樓","02-28810698","平日11：00-24：00
假日11：00-01：00"
"236","長庚門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=259","桃園市龜山區復興一路78號1樓","03-2114974","平日08：00-23：00
假日08：00-23：00"
"237","松錦門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=229","台北市中山區松江路307號","02-25028381","平日 0800-2300
假日 0800-2330"
"238","林森門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=230","台北市中山區林森北路282-1號","02-25684741","平日24HR
假日24HR"
"239","明湖門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=231","台北市內湖區東湖路47號1樓","02-26335494","平日10：00-23：00
假日10：00-23：00"
"240","晴安門市(1樓、B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=232","台北市中山區農安街14號","02-25955807","平日0800-0100
假日0800-0100"
"241","台安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=233","台北市松山區八德路二段435號","02-27510525","平日08：00-23：00
假日09：00-23：00"
"242","板站門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=234","新北市板橋區中山路一段13號","02-29643571","平日10：00-23：30
假日10：00-23：30"
"243","安居門市(1樓、B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=235","台北市大安區安居街5號","02-87325645","平日08：00-23：30
假日08：00-23：30"
"244","聯運門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=260","台北市南港區忠孝東路六段446號","02-27857243","平日08：00-23：30
假日08：00-23：30"
"245","福運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=236","台北市大安區羅斯福路三段297-4號1樓","02-23639839","平日08：00-23：00
假日08：00-23：00"
"246","仕運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=238","台北市士林區中正路235巷2號","02-28837471","平日0730-2330
假日0730-2330"
"247","吉祥門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=240","台北市松山區南京東路五段156號","02-27656322","平日 0800-2330
假日 1000-2300"
"248","英專門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=261","新北市淡水區英專路25號","02-26206912","平日/週日09：00-23：00
週六09：00-23：00"
"249","德運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=241","新北市新店區北新路一段307號","02-29162841","平日 0800-2300
假日 0800-2330"
"250","永吉門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=242","台北市信義區永吉路30巷104號","02-27651954","平日08：00-24：00
假日08：00-24：00"
"251","總運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=243","台北市北投區石牌路二段46號","02-28219942","平日 0800-2330
假日 0800-2330"
"252","埔運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=244","新北市板橋區文化路一段391號","02-22550478","平日0800-2330
假日0800-2330"
"253","屏豐門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=262","屏東縣屏東市中正路72號","08-7322954","平日 1100-2200
假日 1030-2200"
"254","新越門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=245","桃園市桃園區中正路19號","03-3478217","週一到週四&amp;週日1100-2130
週五&amp;週六1100-2200"
"255","富運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=246","台北市大安區復興南路二段279號","02-27014264","平日08：00-23：00
假日08：00-23：00"
"256","慶達門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=247","新北市板橋區國慶路147號","02-29538401","平日09：00-23：00
假日09：00-23：00"
"257","寧波門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=249","台北市中正區寧波西街11號","02-23432427","平日08：00-23：00
假日09：00-23：00"
"258","逸仙門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=252","台北市信義區忠孝東路四段502號","02-27200947","平日 0700-2300
假日 0900-2300"
"259","延德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=253","新北市土城區延吉街239號","02-22641439","平日09：00-23：30
假日08：00-23：30"
"260","竹百門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=255","新竹市東區西大路323號","03-5285398","平日 1100-2200
假日 1100-2200"
"261","萬芳門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=30","台北市文山區興隆路三段88號","02-29336436","平日08：00-23：00
假日08：00-23：00"
"262","奇美門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=31","台南市永康區大武街34號","06-2523912","平日09：00-23：00
假日09：00-23：00"
"263","麗湖門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=32","台北市內湖區內湖路一段737巷47號","02-87510323","平日08：00-23：00
假日08：00-23：00"
"264","北平門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=33","台中市北區北平路二段98號","04-22993105","平日09：00-24：00
假日09：00-24：00"
"265","新倫門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=34","台北市松山區八德路三段74巷10號","02-25798783","平日08：00-23：00
假日08：00-23：00"
"266","廟口門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=36","基隆市仁愛區仁三路50號","02-24257673","週一~週五10：00-01：00
週日10:00-01:00
週六10：00-24：00"
"267","新東門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=37","台北市松山區民生東路五段236號","02-27479824","平日08：00-23：00
假日09：00-23：00"
"268","大翠運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=38","新北市板橋區雙十路二段142號","02-82526634","平日08：00-23：30
假日08：00-23：30"
"269","馬偕門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=39","新北市淡水區民生路56號","02-88095683","平日08：00-23：00
假日08：00-23：00"
"270","高站門市(高雄火車站)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=40","高雄市三民區建國二路318號","07-2357263","平日08：00-23：00
假日08：00-23：00"
"271","景運門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=43","台北市文山區景中街3號","02-29334284","平日09：00-24：00
假日09：00-24：00"
"272","光明門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=44","台北市北投區光明路29、31號","02-28913893","平日08：00-23：00
假日08：00-23：00"
"273","北峰門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=45","新北市汐止區福德一路262號1樓","02-26933249","平日 1000-2300
假日 1000-2330"
"274","景新門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=46","新北市中和區景新街440號","02-29400574","平日09：00-23：00
假日09：00-23：00"
"275","七張門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=47","新北市新店區北新路二段107號","02-89111640","平日08：00-23：00
假日08：00-23：00"
"276","新湖門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=49","台北市內湖區內湖路一段287號","02-26279415","平日08：00-23：30
假日08：00-23：30"
"277","蘆安門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=52","新北市蘆洲區長安街123號","02-82850663","平日10：00-24：00
假日10：00-24：00"
"278","新德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=53","台南市南區大同路二段114號","06-2134411","平日10：00-23：00
假日10：00-23：00"
"279","永華門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=58","台南市永康區中華路149號","06-3127217","平日10：00-23：00
假日10：00-23：00"
"280","五華門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=60","新北市三重區五華街126號","02-89858796","平日09：00-23：00
假日09：00-23：00"
"281","智行門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=62","台北市北投區知行路306號","02-28588643","平日08：00-23：00
假日08：00-23：00"
"282","明德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=63","台北市北投區明德路88號","02-28238952","平日 0800-2300
假日 0900-2330"
"283","福民門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=65","新北市新店區中央路147號1樓","02-22194971","平日09：00-23：00
假日09：00-23：00"
"284","文湖門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=66","台北市內湖區成功路四段56號1樓","02-87914357","平日08：00-23：00
假日08：00-23：00"
"285","汐站門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=68","新北市汐止區忠孝東路265號","02-86923426","平日09：00-24：00
假日09：00-24：00"
"286","樹站門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=69","新北市樹林區後站街10號","02-26819279","平日08：00-23：00
假日08：00-23：00"
"287","權德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=70","台北市大同區民權西路145號","02-25994211","平日10：00-23：00
假日10：00-23：00"
"288","豐隆門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=71","基隆市中正區新豐街385號","02-24695754","平日09：00-23：00
假日09：00-23：00"
"289","頂站門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=72","新北市永和區永和路二段241-1號","02-29219383","平日09：00-23：00
假日09：00-23：00"
"290","中原門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=73","桃園市中壢區實踐路78號1樓","03-4381297","平日1000-2330
週五至週日1000-2430"
"291","城美門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=75","新北市土城區中央路二段181、183號1樓","02-22662644","平日09：00-23：00
假日09：00-23：00"
"292","清華門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=77","新竹市東區建功一路45-1號","03-5744242","平日09：00-23：00
假日10：00-23：00"
"293","佳樂門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=79","台北市南港區南港路二段8.10號","02-26534801","平日08：00-23：00
假日08：00-23：00"
"294","統翔門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=80","桃園市桃園區中平路91號1樓","03-2288547","平日09：00-23：00
假日09：00-23：00"
"295","酒泉門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=81","台北市大同區酒泉街66號","02-25955693","平日08：00-23：00
假日08：00-23：00"
"296","大業門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=84","桃園市桃園區大業路一段150號1樓","03-3479178","平日09：00-23：00
假日09：00-23：00"
"297","汐成門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=85","新北市汐止區建成路80號","02-86921496","平日09：00-23：00
假日09：00-23：00"
"298","長峽門市(1、2樓)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=86","新北市三峽區民生街106號","02-86723435","平日09：00-23：00
假日09：00-23：00"
"299","新營門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=309","台南市新營區民權路6、8號","06-6320940","平日  0830-2230
W5.6 0830-2300"
"300","新民新門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=310","台北市松山區民生東路五段119-1號1樓","02-37652339","平日08：00-23：00
假日08：00-23：00"
"301","崇德門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=311","台南市東區崇德路619號","06-2904439","平日10：00-23：00
假日10：00-23：00"
"302","康莊門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=312","新北市新莊區中平路301號1樓","02-29906871","平日 0900-2300
假日 0800-2300"
"303","東榮門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=313","台中市大里區東榮路8號1樓","04-24832591","平日09：00-22：00
假日09：00-22：00"
"304","耐斯門市(B1櫃位)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=314","嘉義市東區忠孝路600號","05-2767955","平日11：00-22：00
假日11：00-22：30"
"305","朴子門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=315","嘉義縣朴子市海通路41-2、41-3號1樓","05-3706743","平日09：00-22：30
假日09：00-22：30"
"306","建高門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=317","高雄市三民區建工路625、625-1、625-2號1樓","07-3807237","平日09：00-23：00
假日09：00-23：00"
"307","德賢門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=320","高雄市楠梓區德賢路473號1樓","07-3644939","平日 0800-2300
假日 0800-2300"
"308","東勢門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=321","台中市東勢區豐勢路391、393、395號1樓","04-25772457","平日08：00-22：30
假日08：00-22：30"
"309","和美門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=322","彰化縣和美鎮彰美路五段355號1樓","04-7556467","平日09：00-22：00
假日09：00-22：00"
"310","善化門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=324","台南市善化區中正路474.474-1.474-2號一樓","06-5850462","平日09：00-23：00
假日09：00-23：00"
"311","新豐門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=325","新竹縣新豐鄉建興路一段93之2號","03-5576547","平日09：00-22：30
假日09：00-22：30"
"312","金典門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=326","台南市南區金華路二段59號","06-2646917","平日09：00-23：00
假日09：00-23：00"
"313","六合門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=327","高雄市新興區六合二路1號一樓","07-2859465","平日 1000-0130
假日 1000-0200"
"314","摩登1號","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=328","高雄市楠梓區建楠路166號一樓","07-3529646","平日09：00-23：00
假日09：00-23：30"
"315","大統門市(B1)","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=329","高雄市苓雅區和平一路218號","07-2230249","平日11：00-22：00
假日10：30-22：30"
"316","奉化門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=330","桃園市蘆竹區忠孝西路202號1樓","03-3214391","平日08：00-23：00
假日08：00-23：00"
"317","竹興門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=331","新竹縣竹北市新社里中正西路132號1樓","03-5539671","平日09：00-22：30
假日09：00-22：30"
"318","霧峰門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=335","台中市霧峰區中正路854號","04-23398041","平日09：00-23：00
假日09：00-23：00"
"319","臥龍門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=336","台北市大安區和平東路3段7號1樓","02-27089042","平日08：00-23：00
假日08：00-23：00"
"320","蓮冠門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=338","花蓮縣花蓮市中山路549-1號","03-8326562","平日09：00-23：00
假日09：00-23：00"
"321","路竹門市","https://www.cosmed.com.tw/Contact/Shop_intro.aspx?ID=339","高雄市路竹區忠孝路58.60號一樓","07-6967460","平日09：00-23：00
假日09：00-23：00"
